Wall time,Step,Value
1739014822.465188,0,1.9870240688323975
1739014947.1971147,1,1.8533421754837036
1739015072.6567636,2,1.7898708581924438
1739015197.932902,3,1.7147724628448486
1739015323.253969,4,1.6562103033065796
1739015448.395945,5,1.621090054512024
1739015573.6803489,6,1.5960946083068848
1739015698.8464823,7,1.5731092691421509
1739015823.7926733,8,1.5617220401763916
1739015948.2391083,9,1.5429770946502686
1739016072.6036832,10,1.5152980089187622
1739016196.511336,11,1.4839003086090088
1739016320.2407038,12,1.4613608121871948
1739016444.3409114,13,1.4343730211257935
1739016568.5332453,14,1.4077105522155762
1739016693.0339115,15,1.3800817728042603
1739016817.260503,16,1.3549588918685913
1739016941.282969,17,1.3246171474456787
1739017065.156529,18,1.3166723251342773
1739017189.4522033,19,1.2981065511703491
1739017314.0961263,20,1.2638969421386719
1739017569.6377184,21,1.242571234703064
1739017695.7826967,22,1.2241674661636353
1739017821.3480153,23,1.2056605815887451
1739017968.632405,24,1.1544100046157837
1739018306.0539594,25,1.1335140466690063
1739018644.1032035,26,1.1153793334960938
1739018983.865635,27,1.0927990674972534
1739019324.0237482,28,1.066603183746338
1739019629.9653323,29,1.0414395332336426
1739019958.4731562,30,1.0342457294464111
1739020298.9133372,31,1.0127999782562256
1739020639.4752061,32,0.997977077960968
1739020982.40883,33,0.9852196574211121
1739021379.1967971,34,0.9763820767402649
1739021729.7773662,35,0.9580544829368591
1739022077.066086,36,0.9499804973602295
1739022418.6238089,37,0.9320692420005798
1739022759.8162851,38,0.9226320385932922
1739023144.0043588,39,0.911596953868866
1739023750.1847584,40,0.8962637782096863
1739024351.6380153,41,0.8862669467926025
1739024855.320221,42,0.8751102685928345
1739025193.1672392,43,0.8723264932632446
1739025531.8064852,44,0.844836413860321
1739025869.4704902,45,0.8337171673774719
1739026208.1194952,46,0.8195850253105164
1739026545.6823192,47,0.8142414689064026
1739026883.865985,48,0.8122894167900085
1739027221.903835,49,0.7960404753684998
1739027559.1180167,50,0.7746057510375977
1739027896.7742682,51,0.770941972732544
1739028233.467417,52,0.7663659453392029
1739028571.597512,53,0.7655007839202881
1739028908.5025692,54,0.7432016730308533
1739029245.924223,55,0.7332093119621277
1739029583.6076336,56,0.7214989066123962
1739029920.345306,57,0.7164322733879089
1739030256.9076917,58,0.7110058665275574
1739030593.9822986,59,0.6943555474281311
1739030931.462637,60,0.6840173006057739
1739031269.6202085,61,0.6764051914215088
1739031607.5772624,62,0.6784723401069641
1739031944.1163166,63,0.6673192977905273
1739032278.9495573,64,0.6524078249931335
